,Characters,Answer
ㄐㄧㄠㄔㄜ,轎車/叫車,False
ㄐㄧㄠㄔㄞ,交差,False
ㄐㄧㄠㄔㄡ,校讎/澆愁,False
ㄐㄧㄠㄔㄢ,絞纏,False
ㄐㄧㄠㄔㄣ,嬌嗔,False
ㄐㄧㄠㄔㄤ,教場/校場,False
ㄐㄧㄠㄔㄥ,教程/腳程,False
ㄐㄧㄠㄔㄨ,交出/剿除,False
ㄐㄧㄠㄕㄚ,絞殺/剿殺,False
ㄐㄧㄠㄕㄜ,交涉/郊社,False
ㄐㄧㄠㄕㄠ,腳稍,False
ㄐㄧㄠㄕㄡ,教授/交手,True
ㄐㄧㄠㄕㄢ,蕉扇,False
ㄐㄧㄠㄕㄥ,叫聲,True
ㄐㄧㄠㄕㄨ,教書/校書,False
ㄐㄧㄠㄖㄠ,攪擾/嬌嬈,False
ㄐㄧㄠㄖㄡ,嬌柔/矯揉,False
ㄐㄧㄠㄖㄢ,較然/皭然,False
ㄐㄧㄠㄖㄣ,校人/驕人,False
ㄐㄧㄠㄖㄤ,叫嚷,False
ㄐㄧㄠㄖㄨ,皦如,False
ㄐㄧㄠㄗㄚ,交匝,False
ㄐㄧㄠㄗㄜ,教澤,False
ㄐㄧㄠㄗㄠ,焦躁/噭噪,False
ㄐㄧㄠㄗㄨ,交租,False
ㄐㄧㄠㄘㄞ,教材/叫菜,False
ㄐㄧㄠㄘㄤ,窖藏,False
ㄐㄧㄠㄙㄚ,攪撒,False
ㄐㄧㄠㄙㄜ,腳色/驕色,False
ㄐㄧㄠㄙㄢ,攪散,False
ㄐㄧㄠㄙㄨ,矯俗,False
ㄐㄧㄠㄧㄝ,郊野/交謁,True
ㄐㄧㄠㄧㄠ,僬僥,False
ㄐㄧㄠㄧㄡ,交友/郊遊,True
ㄐㄧㄠㄧㄢ,礁岩/嬌豔,False
ㄐㄧㄠㄧㄣ,交引/腳印,False
ㄐㄧㄠㄧㄤ,教養/校樣,False
ㄐㄧㄠㄧㄥ,噭應/交映,False
ㄐㄧㄠㄧㄨ,交誼舞,False
ㄐㄧㄠㄨㄚ,嬌娃,False
ㄐㄧㄠㄨㄞ,郊外/徼外,False
ㄐㄧㄠㄨㄟ,交尾/校尉,False
ㄐㄧㄠㄨㄤ,交往,False
ㄐㄧㄠㄩㄕ,教育史,False
ㄐㄧㄠㄩㄝ,焦月/校閱,False
ㄐㄧㄠㄩㄞ,教育愛,False
ㄐㄧㄠㄩㄢ,教員/膠原,False
ㄐㄧㄠㄩㄣ,交運,False
ㄐㄧㄠㄩㄥ,嚼用/蹻勇,False
ㄐㄧㄡㄅㄚ,酒吧/救拔,True
ㄐㄧㄡㄅㄞ,九百,False
ㄐㄧㄡㄅㄟ,酒杯,False
ㄐㄧㄡㄅㄠ,酒保,False
ㄐㄧㄡㄅㄢ,究辦,False
ㄐㄧㄡㄅㄤ,舊邦,False
ㄐㄧㄡㄆㄟ,酒旆,False
ㄐㄧㄡㄆㄨ,酒鋪,False
ㄐㄧㄡㄇㄚ,舅媽,False
ㄐㄧㄡㄇㄡ,蝤蛑,False
ㄐㄧㄡㄇㄣ,九門,False
ㄐㄧㄡㄇㄨ,就木/酒母,False
ㄐㄧㄡㄈㄚ,灸法,False
ㄐㄧㄡㄈㄟ,廄肥,False
ㄐㄧㄡㄈㄢ,就範/酒飯,True
ㄐㄧㄡㄈㄣ,糾紛/九分,False
ㄐㄧㄡㄈㄤ,九方/酒坊,False
ㄐㄧㄡㄈㄥ,酒瘋,False
ㄐㄧㄡㄈㄨ,舅父/九服,False
ㄐㄧㄡㄉㄚ,揪打/救搭,False
ㄐㄧㄡㄉㄜ,酒德/舊德,False
ㄐㄧㄡㄉㄞ,就逮/久待,False
ㄐㄧㄡㄉㄟ,就得,False
ㄐㄧㄡㄉㄠ,就道/舊道,False
ㄐㄧㄡㄉㄧ,就地/舊地,False
ㄐㄧㄡㄉㄨ,就讀/舊都,False
ㄐㄧㄡㄊㄢ,九歎/糾彈,False
ㄐㄧㄡㄊㄧ,酒提,False
ㄐㄧㄡㄊㄨ,九土/酒徒,False
ㄐㄧㄡㄋㄢ,救難,False
ㄐㄧㄡㄌㄡ,酒樓,False
ㄐㄧㄡㄌㄢ,酒闌,False
ㄐㄧㄡㄌㄤ,酒廊,False
ㄐㄧㄡㄌㄧ,舊曆/就禮,False
ㄐㄧㄡㄌㄨ,就戮,False
ㄐㄧㄡㄍㄜ,九歌/糾葛,False
ㄐㄧㄡㄍㄞ,九垓,False
ㄐㄧㄡㄍㄠ,酒誥/九皋,False
ㄐㄧㄡㄍㄨ,舊故/九穀,False
ㄐㄧㄡㄎㄜ,酒客/久客,False
ㄐㄧㄡㄏㄜ,就和/九合,False
ㄐㄧㄡㄏㄠ,舊好,False
ㄐㄧㄡㄏㄡ,久候,False
ㄐㄧㄡㄏㄢ,酒酣,False
ㄐㄧㄡㄏㄣ,舊恨,False
ㄐㄧㄡㄏㄨ,救護/酒胡,False
ㄐㄧㄡㄐㄧ,救急/鳩集,False
ㄐㄧㄡㄐㄩ,舊居/鳩居,False
ㄐㄧㄡㄑㄧ,酒器/酒旗,False
ㄐㄧㄡㄑㄩ,酒曲/救取,False
ㄐㄧㄡㄒㄧ,酒席/舊習,False
ㄐㄧㄡㄒㄩ,就緒,False
ㄐㄧㄡㄓㄡ,九州,False
ㄐㄧㄡㄓㄢ,酒盞,False
ㄐㄧㄡㄓㄣ,就診/就枕,False
ㄐㄧㄡㄓㄤ,九章/舊帳,False
ㄐㄧㄡㄓㄥ,就正/糾正,True
ㄐㄧㄡㄓㄨ,救助,False
ㄐㄧㄡㄔㄚ,究查/糾察,False
ㄐㄧㄡㄔㄜ,揪扯,False
ㄐㄧㄡㄔㄡ,九疇,False
ㄐㄧㄡㄔㄢ,糾纏,False
ㄐㄧㄡㄔㄣ,舊臣,False
ㄐㄧㄡㄔㄤ,久長/酒廠,False
ㄐㄧㄡㄔㄥ,九成/舊稱,False
ㄐㄧㄡㄔㄨ,揪出,False
ㄐㄧㄡㄕㄚ,揪痧,False
ㄐㄧㄡㄕㄜ,酒社/僦舍,False
ㄐㄧㄡㄕㄡ,就手/舊手,False
ㄐㄧㄡㄕㄢ,鷲山,False
ㄐㄧㄡㄕㄣ,酒神,False
ㄐㄧㄡㄕㄤ,酒觴,False
ㄐㄧㄡㄕㄥ,救生/九聲,False
ㄐㄧㄡㄕㄨ,舊書/九數,False
ㄐㄧㄡㄖㄣ,就任/酒人,False
ㄐㄧㄡㄖㄨ,九如,False
ㄐㄧㄡㄗㄞ,救災,False
ㄐㄧㄡㄗㄠ,酒糟,False
ㄐㄧㄡㄗㄨ,舊族/九族,False
ㄐㄧㄡㄘㄞ,韭菜/酒材,False
ㄐㄧㄡㄘㄢ,就餐,False
ㄐㄧㄡㄙㄜ,酒色,False
ㄐㄧㄡㄙㄠ,舅嫂,False
ㄐㄧㄡㄙㄨ,舊俗,False
ㄐㄧㄡㄧㄙ,九一四,False
ㄐㄧㄡㄧㄝ,就業/九野,False
ㄐㄧㄡㄧㄠ,就要/久要,False
ㄐㄧㄡㄧㄡ,九有/酒友,False
ㄐㄧㄡㄧㄢ,酒宴/酒筵,False
ㄐㄧㄡㄧㄣ,久音/酒癮,False
ㄐㄧㄡㄧㄤ,就養/久仰,False
ㄐㄧㄡㄧㄥ,救應/酒硬,False
ㄐㄧㄡㄨㄛ,酒渦/酒窩,False
ㄐㄧㄡㄨㄟ,就位/久違,False
ㄐㄧㄡㄨㄣ,究問/舊聞,False
ㄐㄧㄡㄨㄤ,救亡,False
ㄐㄧㄡㄩㄝ,舊約,False
ㄐㄧㄡㄩㄢ,久遠/救援,False
ㄐㄧㄡㄩㄣ,酒暈,False
ㄐㄧㄢㄅㄚ,簡拔/箭靶,False
ㄐㄧㄢㄅㄛ,建白/檢波,False
ㄐㄧㄢㄅㄞ,堅白,False
ㄐㄧㄢㄅㄟ,兼備/見背,False
ㄐㄧㄢㄅㄠ,見報/剪報,False
ㄐㄧㄢㄅㄢ,減班/減半,False
ㄐㄧㄢㄅㄣ,簡本/監本,False
ㄐㄧㄢㄅㄤ,肩膀,False
ㄐㄧㄢㄅㄧ,間壁/健筆,False
ㄐㄧㄢㄅㄨ,箭步/間捕,False
ㄐㄧㄢㄆㄛ,見破/煎迫,False
ㄐㄧㄢㄆㄞ,簡派,False
ㄐㄧㄢㄆㄠ,艦炮,False
ㄐㄧㄢㄆㄢ,鍵盤,False
ㄐㄧㄢㄆㄨ,簡樸/簡譜,False
ㄐㄧㄢㄇㄚ,劍麻,False
ㄐㄧㄢㄇㄛ,緘默/肩摩,False
ㄐㄧㄢㄇㄞ,賤賣,False
ㄐㄧㄢㄇㄟ,健美/劍眉,False
ㄐㄧㄢㄇㄢ,減慢/簡慢,False
ㄐㄧㄢㄇㄣ,監門,False
ㄐㄧㄢㄇㄨ,建木/堅牡,False
ㄐㄧㄢㄈㄚ,減法/箭法,False
ㄐㄧㄢㄈㄟ,減肥/姦非,False
ㄐㄧㄢㄈㄢ,監犯,False
ㄐㄧㄢㄈㄤ,見方/檢方,False
ㄐㄧㄢㄈㄥ,見風/尖峰,False
ㄐㄧㄢㄈㄨ,肩負/姦夫,False
ㄐㄧㄢㄉㄚ,鹼大,False
ㄐㄧㄢㄉㄜ,見得/建德,False
ㄐㄧㄢㄉㄞ,肩帶/箭袋,False
ㄐㄧㄢㄉㄠ,見到/間道,False
ㄐㄧㄢㄉㄢ,簡單,False
ㄐㄧㄢㄉㄤ,建黨/建檔,False
ㄐㄧㄢㄉㄥ,減等,False
ㄐㄧㄢㄉㄧ,減低/見地,False
ㄐㄧㄢㄉㄨ,監督/建都,False
ㄐㄧㄢㄊㄚ,踐踏,False
ㄐㄧㄢㄊㄜ,奸慝/姦慝,False
ㄐㄧㄢㄊㄠ,檢討,False
ㄐㄧㄢㄊㄡ,箭頭/尖頭,False
ㄐㄧㄢㄊㄢ,健談/劍潭,False
ㄐㄧㄢㄊㄤ,煎湯,False
ㄐㄧㄢㄊㄧ,賤體,False
ㄐㄧㄢㄊㄨ,鹼土/奸徒,False
ㄐㄧㄢㄋㄟ,賤內,False
ㄐㄧㄢㄋㄠ,間腦,False
ㄐㄧㄢㄋㄢ,艱難/見難,False
ㄐㄧㄢㄋㄥ,簡能,False
ㄐㄧㄢㄌㄞ,見來,False
ㄐㄧㄢㄌㄟ,鹼類/賤累,False
ㄐㄧㄢㄌㄠ,監牢/堅牢,False
ㄐㄧㄢㄌㄡ,簡陋/箭樓,False
ㄐㄧㄢㄌㄢ,劍蘭/建蘭,False
ㄐㄧㄢㄌㄤ,健浪/健朗,False
ㄐㄧㄢㄌㄧ,建立/見禮,True
ㄐㄧㄢㄌㄨ,餞路/檢錄,False
ㄐㄧㄢㄌㄩ,劍履/踐履,False
ㄐㄧㄢㄍㄜ,間隔/劍閣,False
ㄐㄧㄢㄍㄠ,見告,False
ㄐㄧㄢㄍㄡ,建構/澗溝,False
ㄐㄧㄢㄍㄢ,鹼酐,False
ㄐㄧㄢㄍㄨ,堅固/兼顧,False
ㄐㄧㄢㄎㄜ,見客/尖刻,False
ㄐㄧㄢㄎㄠ,監考,False
ㄐㄧㄢㄎㄡ,緘口,False
ㄐㄧㄢㄎㄤ,健康/建康,True
ㄐㄧㄢㄎㄨ,艱苦/堅苦,False
ㄐㄧㄢㄏㄜ,簡核/劍河,False
ㄐㄧㄢㄏㄠ,見好/減號,False
ㄐㄧㄢㄏㄢ,箋函,False
ㄐㄧㄢㄏㄨ,監護/簡忽,False
ㄐㄧㄢㄐㄧ,奸計/見幾,False
ㄐㄧㄢㄐㄩ,艱巨/堅拒,False
ㄐㄧㄢㄑㄧ,見棄/健起,False
ㄐㄧㄢㄑㄩ,減去/閒覷,False
ㄐㄧㄢㄒㄧ,見習/奸細,True
ㄐㄧㄢㄓㄚ,簡札/減煠,False
ㄐㄧㄢㄓㄠ,建照,False
ㄐㄧㄢㄓㄢ,尖站/監斬,False
ㄐㄧㄢㄓㄣ,見陣/堅貞,False
ㄐㄧㄢㄓㄤ,見長/艦長,False
ㄐㄧㄢㄓㄥ,見證/見證,True
ㄐㄧㄢㄓㄨ,建築/箭豬,True
ㄐㄧㄢㄔㄚ,檢查/監察,True
ㄐㄧㄢㄔㄞ,兼差/撿柴,False
ㄐㄧㄢㄔㄠ,煎炒,False
ㄐㄧㄢㄔㄡ,繭綢,False
ㄐㄧㄢㄔㄢ,減產/蹇產,False
ㄐㄧㄢㄔㄣ,簡辰/奸臣,False
ㄐㄧㄢㄔㄤ,見長/監場,False
ㄐㄧㄢㄔㄥ,簡稱/見稱,False
ㄐㄧㄢㄔㄨ,翦除/間出,False
ㄐㄧㄢㄕㄚ,減殺/姦殺,False
ㄐㄧㄢㄕㄜ,建設,True
ㄐㄧㄢㄕㄠ,減少,False
ㄐㄧㄢㄕㄡ,堅守/剪手,False
ㄐㄧㄢㄕㄢ,劍山/兼善,False
ㄐㄧㄢㄕㄣ,艱深/健身,False
ㄐㄧㄢㄕㄤ,鑑賞/建商,False
ㄐㄧㄢㄕㄥ,尖聲/減省,False
ㄐㄧㄢㄕㄨ,建樹/減數,False
ㄐㄧㄢㄖㄢ,漸染,False
ㄐㄧㄢㄖㄣ,賤人/見人,True
ㄐㄧㄢㄖㄤ,見讓,False
ㄐㄧㄢㄖㄨ,間入/漸洳,False
ㄐㄧㄢㄗㄓ,撿字紙,False
ㄐㄧㄢㄗㄚ,間雜,False
ㄐㄧㄢㄗㄜ,揀擇/見責,False
ㄐㄧㄢㄗㄞ,健在,False
ㄐㄧㄢㄗㄟ,奸賊,False
ㄐㄧㄢㄗㄠ,建造/監造,False
ㄐㄧㄢㄗㄡ,間奏/牋奏,False
ㄐㄧㄢㄗㄨ,間阻/減租,False
ㄐㄧㄢㄘㄜ,檢測/監測,False
ㄐㄧㄢㄘㄞ,剪綵/建材,False
ㄐㄧㄢㄘㄠ,諫草,False
ㄐㄧㄢㄘㄨ,箭鏃/蹇促,False
ㄐㄧㄢㄙㄜ,艱澀/間色,False
ㄐㄧㄢㄙㄨ,簡素/減速,False
ㄐㄧㄢㄧㄚ,減壓/監押,False
ㄐㄧㄢㄧㄝ,建業/賤業,False
ㄐㄧㄢㄧㄠ,簡要/建窯,False
ㄐㄧㄢㄧㄡ,間有,False
ㄐㄧㄢㄧㄢ,檢驗/建言,False
ㄐㄧㄢㄧㄣ,尖音/監印,False
ㄐㄧㄢㄧㄤ,健仰/賤恙,False
ㄐㄧㄢㄧㄥ,剪影/堅硬,False
ㄐㄧㄢㄨㄛ,堅臥/肩窩,False
ㄐㄧㄢㄨㄞ,見外/劍外,False
ㄐㄧㄢㄨㄟ,見危/兼味,False
ㄐㄧㄢㄨㄢ,奸頑,False
ㄐㄧㄢㄨㄣ,見聞,False
ㄐㄧㄢㄨㄤ,見旺/健忘,False
ㄐㄧㄢㄩㄝ,簡約/僭越,False
ㄐㄧㄢㄩㄢ,見原/簡緣,False
ㄐㄧㄢㄩㄣ,監運/蹇運,False
ㄐㄧㄢㄩㄥ,兼用,False
ㄐㄧㄣㄅㄛ,金波/金帛,False
ㄐㄧㄣㄅㄠ,襟抱,False
ㄐㄧㄣㄅㄤ,金榜/近傍,False
ㄐㄧㄣㄅㄥ,緊繃,False
ㄐㄧㄣㄅㄧ,金幣/進逼,False
ㄐㄧㄣㄅㄨ,進步/進補,False
ㄐㄧㄣㄆㄛ,緊迫,False
ㄐㄧㄣㄆㄞ,金牌/禁牌,False
ㄐㄧㄣㄆㄠ,浸泡/錦袍,False
ㄐㄧㄣㄆㄤ,近旁,False
ㄐㄧㄣㄆㄨ,金鋪,False
ㄐㄧㄣㄇㄚ,金馬,False
ㄐㄧㄣㄇㄞ,筋脈,False
ㄐㄧㄣㄇㄢ,矜滿,False
ㄐㄧㄣㄇㄣ,金門/進門,False
ㄐㄧㄣㄇㄧ,緊密/謹密,False
ㄐㄧㄣㄇㄨ,妗母/金母,False
ㄐㄧㄣㄈㄚ,進發/津發,False
ㄐㄧㄣㄈㄢ,今番/進犯,False
ㄐㄧㄣㄈㄣ,金粉,False
ㄐㄧㄣㄈㄤ,禁方/緊防,False
ㄐㄧㄣㄈㄥ,金風/進奉,False
ㄐㄧㄣㄈㄨ,巾服/斤斧,False
ㄐㄧㄣㄉㄜ,禁得/進德,False
ㄐㄧㄣㄉㄞ,近代/金帶,False
ㄐㄧㄣㄉㄠ,金刀,False
ㄐㄧㄣㄉㄡ,筋斗/金斗,False
ㄐㄧㄣㄉㄢ,金丹,False
ㄐㄧㄣㄉㄤ,禁當/金璫,False
ㄐㄧㄣㄉㄥ,緊等,False
ㄐㄧㄣㄉㄧ,禁地/襟弟,False
ㄐㄧㄣㄉㄨ,進度/金都,True
ㄐㄧㄣㄊㄞ,金臺,False
ㄐㄧㄣㄊㄡ,盡頭/勁頭,True
ㄐㄧㄣㄊㄤ,金湯,False
ㄐㄧㄣㄊㄥ,金縢,False
ㄐㄧㄣㄊㄧ,禁體,False
ㄐㄧㄣㄊㄨ,禁土/禁屠,False
ㄐㄧㄣㄋㄤ,錦囊,False
ㄐㄧㄣㄋㄧ,金泥/金猊,False
ㄐㄧㄣㄋㄨ,金奴,False
ㄐㄧㄣㄌㄜ,金勒,False
ㄐㄧㄣㄌㄞ,近來/進來,False
ㄐㄧㄣㄌㄟ,金罍,False
ㄐㄧㄣㄌㄡ,金鏤,False
ㄐㄧㄣㄌㄢ,金蘭,False
ㄐㄧㄣㄌㄧ,盡力/近理,False
ㄐㄧㄣㄌㄨ,金鑪,False
ㄐㄧㄣㄍㄜ,金革/錦歌,False
ㄐㄧㄣㄍㄠ,金糕/浸膏,False
ㄐㄧㄣㄍㄡ,僅夠/儘夠,False
ㄐㄧㄣㄍㄢ,金柑/筋竿,False
ㄐㄧㄣㄍㄣ,緊跟,False
ㄐㄧㄣㄍㄤ,金剛/金釭,False
ㄐㄧㄣㄍㄨ,筋骨/禁錮,False
ㄐㄧㄣㄎㄜ,盡可/僅可,False
ㄐㄧㄣㄎㄡ,進口/金口,False
ㄐㄧㄣㄎㄢ,禁勘,False
ㄐㄧㄣㄎㄨ,金庫,False
ㄐㄧㄣㄏㄜ,金和,False
ㄐㄧㄣㄏㄞ,近海/禁害,False
ㄐㄧㄣㄏㄡ,今後/謹厚,False
ㄐㄧㄣㄏㄥ,金衡,False
ㄐㄧㄣㄏㄨ,近乎/金壺,False
ㄐㄧㄣㄐㄧ,緊急/緊記,False
ㄐㄧㄣㄐㄩ,巾車/進舉,False
ㄐㄧㄣㄑㄧ,近期/進氣,False
ㄐㄧㄣㄑㄩ,禁區/進去,True
ㄐㄧㄣㄒㄧ,今夕/今昔,False
ㄐㄧㄣㄒㄩ,矜恤,False
ㄐㄧㄣㄓㄜ,緊著/儘著,False
ㄐㄧㄣㄓㄠ,今朝/祲兆,True
ㄐㄧㄣㄓㄡ,禁咒,False
ㄐㄧㄣㄓㄢ,進展/進占,True
ㄐㄧㄣㄓㄣ,金針,False
ㄐㄧㄣㄓㄤ,緊張/金張,False
ㄐㄧㄣㄓㄥ,金鉦,False
ㄐㄧㄣㄓㄨ,進駐/噤住,False
ㄐㄧㄣㄔㄞ,金釵,False
ㄐㄧㄣㄔㄠ,金朝/晉朝,False
ㄐㄧㄣㄔㄢ,金蟾/進讒,False
ㄐㄧㄣㄔㄣ,緊襯/近臣,False
ㄐㄧㄣㄔㄤ,進場/進廠,False
ㄐㄧㄣㄔㄥ,進程/金城,False
ㄐㄧㄣㄔㄨ,進出/近處,False
ㄐㄧㄣㄕㄕ,近世史,False
ㄐㄧㄣㄕㄜ,金蛇/錦蛇,False
ㄐㄧㄣㄕㄡ,緊手/緊守,False
ㄐㄧㄣㄕㄢ,金山/進膳,False
ㄐㄧㄣㄕㄣ,謹慎/金身,False
ㄐㄧㄣㄕㄤ,今上/近上,False
ㄐㄧㄣㄕㄥ,今生/晉升,True
ㄐㄧㄣㄕㄨ,金屬/禁書,True
ㄐㄧㄣㄕㄩ,金石語,False
ㄐㄧㄣㄖㄡ,筋肉,False
ㄐㄧㄣㄖㄢ,浸染,False
ㄐㄧㄣㄖㄣ,今人/近人,False
ㄐㄧㄣㄖㄤ,儘讓,False
ㄐㄧㄣㄖㄨ,進入/浸入,False
ㄐㄧㄣㄗㄜ,盡責/巾幘,False
ㄐㄧㄣㄗㄠ,儘早/金灶,False
ㄐㄧㄣㄗㄡ,金奏/進奏,False
ㄐㄧㄣㄗㄨ,禁足/禁阻,False
ㄐㄧㄣㄘㄞ,菫菜,False
ㄐㄧㄣㄘㄠ,今草/藎草,False
ㄐㄧㄣㄘㄡ,緊湊,False
ㄐㄧㄣㄘㄢ,進餐,False
ㄐㄧㄣㄘㄨ,緊促/緊簇,False
ㄐㄧㄣㄙㄓ,近似值,False
ㄐㄧㄣㄙㄜ,金色/錦瑟,True
ㄐㄧㄣㄙㄨ,金素/金粟,False
ㄐㄧㄣㄧㄚ,金鴨/禁壓,False
ㄐㄧㄣㄧㄝ,今夜/金葉,False
ㄐㄧㄣㄧㄠ,緊要/襟要,False
ㄐㄧㄣㄧㄡ,僅有/金油,False
ㄐㄧㄣㄧㄢ,禁煙/金言,False
ㄐㄧㄣㄧㄣ,浸淫/近因,False
ㄐㄧㄣㄧㄤ,錦樣,False
ㄐㄧㄣㄧㄨ,盡義務,False
ㄐㄧㄣㄨㄟ,進位/浸微,False
ㄐㄧㄣㄨㄢ,今晚/金丸,False
ㄐㄧㄣㄨㄣ,金文/今文,False
ㄐㄧㄣㄨㄤ,禁網,False
ㄐㄧㄣㄩㄢ,禁苑,False
ㄐㄧㄣㄩㄣ,今韻/襟韻,False
ㄐㄧㄣㄩㄥ,進用/晉用,False
ㄐㄧㄤㄅㄛ,匠伯,False
ㄐㄧㄤㄅㄟ,姜被/獎杯,False
ㄐㄧㄤㄅㄤ,將傍,False
ㄐㄧㄤㄆㄞ,獎牌,False
ㄐㄧㄤㄆㄟ,韁轡,False
ㄐㄧㄤㄆㄢ,江畔,False
ㄐㄧㄤㄆㄨ,僵仆,False
ㄐㄧㄤㄇㄛ,漿膜,False
ㄐㄧㄤㄇㄟ,江梅,False
ㄐㄧㄤㄇㄣ,將門/江門,False
ㄐㄧㄤㄇㄧ,江米/降冪,False
ㄐㄧㄤㄈㄚ,講法,False
ㄐㄧㄤㄈㄟ,江妃,False
ㄐㄧㄤㄈㄢ,降凡,False
ㄐㄧㄤㄈㄤ,蔣防/醬坊,False
ㄐㄧㄤㄈㄨ,降服/降福,False
ㄐㄧㄤㄉㄞ,將帶,False
ㄐㄧㄤㄉㄠ,講道/講倒,True
ㄐㄧㄤㄉㄡ,豇豆,False
ㄐㄧㄤㄉㄧ,降低,False
ㄐㄧㄤㄉㄨ,講讀,False
ㄐㄧㄤㄊㄞ,講臺,False
ㄐㄧㄤㄊㄢ,講壇,False
ㄐㄧㄤㄊㄤ,講堂/薑湯,False
ㄐㄧㄤㄊㄧ,講題/獎題,False
ㄐㄧㄤㄊㄨ,疆土/茳芏,False
ㄐㄧㄤㄋㄢ,江南,False
ㄐㄧㄤㄌㄞ,將來,False
ㄐㄧㄤㄌㄡ,江樓,False
ㄐㄧㄤㄌㄥ,僵冷,False
ㄐㄧㄤㄌㄧ,講理/獎勵,False
ㄐㄧㄤㄍㄜ,降格,False
ㄐㄧㄤㄍㄠ,講稿/江皋,False
ㄐㄧㄤㄍㄢ,江干,False
ㄐㄧㄤㄍㄤ,醬缸,False
ㄐㄧㄤㄍㄨ,講古/僵固,False
ㄐㄧㄤㄎㄜ,講課,False
ㄐㄧㄤㄎㄡ,講口/江口,False
ㄐㄧㄤㄏㄜ,講和/絳河,False
ㄐㄧㄤㄏㄢ,江漢,False
ㄐㄧㄤㄏㄨ,江湖/江湖,True
ㄐㄧㄤㄐㄧ,降級/蔣濟,False
ㄐㄧㄤㄐㄩ,僵局,False
ㄐㄧㄤㄑㄧ,匠氣/絳氣,False
ㄐㄧㄤㄒㄧ,講習/講席,False
ㄐㄧㄤㄓㄜ,江浙,False
ㄐㄧㄤㄓㄠ,降詔,False
ㄐㄧㄤㄓㄤ,獎章/絳帳,False
ㄐㄧㄤㄓㄨ,僵住/獎助,False
ㄐㄧㄤㄔㄣ,疆臣,False
ㄐㄧㄤㄔㄤ,疆場,False
ㄐㄧㄤㄔㄥ,匠成/獎懲,False
ㄐㄧㄤㄔㄨ,將出/將雛,False
ㄐㄧㄤㄕㄜ,將攝,False
ㄐㄧㄤㄕㄡ,講授/獎售,False
ㄐㄧㄤㄕㄢ,江山,False
ㄐㄧㄤㄕㄣ,將身/降神,False
ㄐㄧㄤㄕㄤ,獎賞/姜尚,False
ㄐㄧㄤㄕㄥ,降生/江聲,False
ㄐㄧㄤㄕㄨ,講述/講書,True
ㄐㄧㄤㄖㄣ,匠人,False
ㄐㄧㄤㄗㄞ,降災,False
ㄐㄧㄤㄗㄢ,獎贊,False
ㄐㄧㄤㄘㄞ,將才/將才,False
ㄐㄧㄤㄘㄢ,江參/殭蠶,False
ㄐㄧㄤㄙㄜ,醬色,False
ㄐㄧㄤㄧㄚ,矼牙,False
ㄐㄧㄤㄧㄝ,獎掖/漿液,False
ㄐㄧㄤㄧㄠ,將要/江瑤,False
ㄐㄧㄤㄧㄡ,江右/醬油,False
ㄐㄧㄤㄧㄢ,講演/強顏,False
ㄐㄧㄤㄧㄣ,將印,False
ㄐㄧㄤㄧㄤ,將養,False
ㄐㄧㄤㄧㄥ,僵硬,True
ㄐㄧㄤㄨㄟ,將為/將謂,False
ㄐㄧㄤㄨㄢ,將晚/蔣琬,False
ㄐㄧㄤㄨㄣ,降溫,False
ㄐㄧㄤㄩㄢ,醬園/姜嫄,False
ㄐㄧㄤㄩㄥ,江永,False
ㄐㄧㄥㄅㄚ,勁拔,False
ㄐㄧㄥㄅㄛ,鯨波,False
ㄐㄧㄥㄅㄞ,精白/京白,False
ㄐㄧㄥㄅㄟ,警備/鏡貝,False
ㄐㄧㄥㄅㄠ,警報/京報,False
ㄐㄧㄥㄅㄢ,經辦/靜辦,False
ㄐㄧㄥㄅㄣ,淨本,False
ㄐㄧㄥㄅㄤ,經邦,False
ㄐㄧㄥㄅㄧ,經閉/警蹕,False
ㄐㄧㄥㄅㄨ,經部/頸部,False
ㄐㄧㄥㄆㄚ,驚怕,False
ㄐㄧㄥㄆㄞ,京派,False
ㄐㄧㄥㄆㄟ,敬佩,False
ㄐㄧㄥㄆㄢ,晶盤,False
ㄐㄧㄥㄆㄧ,精闢/靜僻,False
ㄐㄧㄥㄆㄨ,荊璞,False
ㄐㄧㄥㄇㄛ,靜默,True
ㄐㄧㄥㄇㄞ,靜脈/經脈,False
ㄐㄧㄥㄇㄟ,精美/靜美,False
ㄐㄧㄥㄇㄠ,經貿/菁茅,False
ㄐㄧㄥㄇㄢ,荊蠻,False
ㄐㄧㄥㄇㄣ,荊門/旌門,False
ㄐㄧㄥㄇㄤ,精芒,False
ㄐㄧㄥㄇㄧ,精密/靜謐,False
ㄐㄧㄥㄇㄨ,靜穆/景慕,False
ㄐㄧㄥㄈㄚ,經法/淨髮,False
ㄐㄧㄥㄈㄟ,經費/荊扉,False
ㄐㄧㄥㄈㄢ,旌繁,False
ㄐㄧㄥㄈㄤ,經方/京房,False
ㄐㄧㄥㄈㄥ,驚風/景風,False
ㄐㄧㄥㄈㄨ,驚服/精夫,False
ㄐㄧㄥㄉㄜ,旌德,False
ㄐㄧㄥㄉㄞ,晶帶/靜待,False
ㄐㄧㄥㄉㄠ,精到/逕到,False
ㄐㄧㄥㄉㄤ,精當,False
ㄐㄧㄥㄉㄧ,境地/井地,False
ㄐㄧㄥㄉㄨ,京都/精讀,False
ㄐㄧㄥㄊㄞ,靜態/景泰,False
