,Characters,Answer,Score
ㄌㄧㄡㄖㄣ,流人/留任,FALSE,658061
ㄈㄚㄕㄨㄣ,法順,FALSE,658049
ㄎㄡㄒㄧㄝ,叩謝,FALSE,658040
ㄍㄨㄚㄉㄞ,瓜代,FALSE,658017
ㄔㄨㄣㄕㄡ,鶉首/椿壽,FALSE,658008
ㄏㄨㄣㄍㄜ,渾箇,FALSE,657999
ㄧㄤㄅㄧㄢ,揚鞭,FALSE,657996
ㄐㄧㄠㄔㄞ,交差,FALSE,657977
ㄓㄨㄢㄗㄞ,轉載,FALSE,657975
ㄘㄞㄑㄧㄥ,才情/菜青,FALSE,657974
ㄐㄧㄆㄧㄠ,機票/計票,TRUE,657961
ㄇㄛㄋㄨㄥ,摩弄,FALSE,657931
ㄋㄧㄢㄐㄧ,年紀/年級,FALSE,657930
ㄑㄧㄢㄅㄢ,千般/鉛版,FALSE,657921
ㄓㄨㄛㄉㄠ,捉刀,FALSE,657906
ㄎㄞㄇㄧㄥ,開明,FALSE,657863
ㄉㄚㄒㄩㄢ,大選/打選,TRUE,657851
ㄆㄧㄢㄒㄧ,偏析,FALSE,657840
ㄗㄔㄢㄍㄨ,資產股,FALSE,657823
ㄍㄨㄟㄍㄢ,貴幹,FALSE,657813.5
ㄧㄣㄐㄧㄤ,銀匠,FALSE,657802
ㄑㄧㄤㄅㄠ,強暴/襁抱,FALSE,657783
ㄆㄧㄥㄉㄥ,平等,TRUE,657780.5
ㄆㄧㄐㄧㄤ,裨將/皮匠,FALSE,657769
ㄇㄢㄗㄨㄛ,滿座/蠻做,FALSE,657735
ㄓㄊㄨㄅㄢ,製圖板,FALSE,657732
ㄓㄣㄑㄧㄝ,真切/診切,FALSE,657731
ㄆㄥㄐㄩㄢ,棚圈,FALSE,657729
ㄉㄢㄇㄧㄢ,擔免/耽湎,FALSE,657708
ㄅㄧㄅㄧㄥ,弊病/比並,FALSE,657693
ㄧㄣㄐㄧㄠ,陰教/銀角,FALSE,657676
ㄑㄧㄠㄊㄡ,橋頭/俏頭,FALSE,657673
ㄍㄨㄟㄏㄠ,歸號,FALSE,657671
ㄕㄜㄑㄧㄣ,舍親/涉禽,FALSE,657667
ㄅㄟㄙㄨㄢ,悲酸,FALSE,657662
ㄊㄨㄥㄊㄡ,通透/通頭,FALSE,657662
ㄐㄧㄠㄇㄞ,叫賣,FALSE,657657
ㄒㄧㄠㄗㄞ,消災,FALSE,657649
ㄏㄞㄉㄧㄠ,海釣,FALSE,657646
ㄆㄧㄐㄧㄠ,批較,FALSE,657643
ㄑㄧㄚㄏㄠ,恰好,FALSE,657629
ㄙㄨㄢㄈㄚ,算法/算髮,FALSE,657624
ㄉㄧㄠㄊㄞ,掉胎,FALSE,657602
ㄈㄚㄙㄨㄢ,法算/發酸,FALSE,657574
ㄒㄧㄝㄓㄞ,血債,FALSE,657541
ㄊㄤㄊㄨㄢ,湯糰,FALSE,657502
ㄉㄜㄇㄧㄣ,得民,FALSE,657489
ㄓㄢㄙㄨㄛ,展縮,FALSE,657485
ㄧㄥㄕㄎㄚ,影視卡,FALSE,657482
ㄐㄩㄣㄎㄨ,峻酷,FALSE,657468
ㄧㄧㄐㄧㄡ,一一九,FALSE,657450
ㄑㄧㄥㄘㄞ,青菜/情采,FALSE,657397
ㄅㄧㄠㄓㄤ,表彰/表章,FALSE,657393
ㄑㄧㄤㄊㄡ,牆頭,FALSE,657383
ㄆㄞㄅㄧㄢ,牌匾/排便,FALSE,657312
ㄉㄨㄣㄨㄟ,噸位,FALSE,657275
ㄊㄨㄍㄨㄣ,土棍,FALSE,657260
ㄓㄨㄗㄨㄥ,主從/豬鬃,FALSE,657258
ㄒㄧㄋㄢㄧ,西南夷,FALSE,657255
ㄌㄨㄥㄕㄨ,龍樹/龍疏,FALSE,657249
ㄓㄨㄢㄕㄢ,專擅,FALSE,657216
ㄘㄤㄐㄧㄡ,藏鬮,FALSE,657183
ㄕㄢㄐㄩㄣ,山君,FALSE,657174
ㄇㄧㄥㄎㄞ,明開,FALSE,657162
ㄊㄧㄠㄑㄩ,挑取/挑趣,FALSE,657132
ㄑㄧㄢㄑㄩ,前去/前驅,FALSE,657114.5
ㄋㄩㄖㄨㄥ,女戎,FALSE,657114
ㄐㄧㄣㄆㄞ,金牌/禁牌,FALSE,657081
ㄔㄜㄒㄧㄚ,車舝,FALSE,657076
ㄌㄧㄥㄅㄧ,凌逼,FALSE,657060
ㄍㄨㄏㄨㄣ,孤魂,FALSE,657060
ㄅㄧㄥㄌㄧ,兵力/病例,FALSE,657058
ㄏㄨㄤㄈㄣ,皇墳,FALSE,657058
ㄕㄜㄙㄨㄥ,涉訟,FALSE,657033
ㄊㄧㄠㄓㄡ,笤帚/苕帚,FALSE,657026
ㄓㄨㄢㄉㄨ,轉讀,FALSE,656991
ㄐㄧㄇㄧㄝ,擊滅/寂滅,FALSE,656987
ㄏㄨㄣㄈㄤ,混紡,FALSE,656964
ㄉㄚㄅㄧㄝ,大別,FALSE,656934
ㄩㄣㄐㄧㄣ,雲錦,FALSE,656930.5
ㄌㄧㄑㄧㄤ,力強,FALSE,656910
ㄓㄤㄅㄧㄠ,章表,FALSE,656890
ㄑㄩㄌㄧㄡ,去留/曲流,TRUE,656889
ㄘㄨㄧㄜㄕ,粗衣惡食,FALSE,656874
ㄌㄥㄑㄩㄢ,冷泉,FALSE,656870
ㄐㄩㄣㄏㄥ,均衡,FALSE,656843
ㄉㄨㄛㄊㄡ,多頭,FALSE,656824
ㄊㄨㄛㄉㄚ,托大/託大,FALSE,656815
ㄕㄣㄐㄧㄣ,紳衿,FALSE,656804.5
ㄈㄣㄕㄨㄚ,粉刷,FALSE,656787
ㄔㄨㄒㄩㄝ,初學/初雪,FALSE,656764
ㄒㄩㄒㄧㄤ,虛像,FALSE,656734
ㄍㄠㄒㄧㄠ,搞笑/高校,FALSE,656732
ㄇㄨㄒㄩㄝ,墓穴,FALSE,656716
ㄑㄧㄌㄧㄤ,淒涼/氣量,FALSE,656712
ㄏㄨㄛㄉㄚ,豁達/火大,FALSE,656680
ㄊㄨㄎㄨㄥ,土空,FALSE,656677
ㄇㄧㄥㄊㄥ,螟螣,FALSE,656663.5
ㄙㄨㄥㄖㄤ,松瓤,FALSE,656653
ㄇㄧㄐㄧㄝ,密接/弭節,FALSE,656623
ㄊㄢㄒㄩㄣ,探尋/探詢,FALSE,656622
ㄔㄨㄢㄉㄢ,傳單,FALSE,656616
ㄒㄩㄒㄧㄠ,虛囂/戌削,FALSE,656608
ㄔㄨㄟㄒㄩ,吹噓,FALSE,656592
ㄑㄧㄌㄧㄠ,訖了/豈料,FALSE,656586
ㄒㄧㄚㄆㄛ,下坡,FALSE,656569
ㄒㄧㄠㄉㄧ,小弟,TRUE,656565
ㄆㄢㄙㄨㄣ,盤飧,FALSE,656554
ㄏㄠㄍㄨㄟ,耗鬼,FALSE,656533
ㄍㄠㄊㄨㄟ,告退,FALSE,656517
ㄇㄧㄢㄕㄢ,面善/綿山,FALSE,656515
ㄉㄧㄊㄧㄝ,地鐵,FALSE,656509
ㄕㄤㄆㄧㄣ,商品/上品,FALSE,656503
ㄉㄞㄌㄧㄡ,代留,FALSE,656492
ㄏㄢㄒㄩㄣ,寒訓,FALSE,656487
ㄘㄨㄛㄅㄢ,措辦/搓板,FALSE,656486
ㄅㄧㄝㄓㄣ,別針,FALSE,656472
ㄍㄠㄏㄨㄟ,高會,FALSE,656468
ㄋㄨㄥㄇㄟ,濃眉,FALSE,656467
ㄍㄨㄢㄈㄢ,慣犯,FALSE,656460
ㄅㄞㄒㄧㄝ,拜謝,FALSE,656451
ㄍㄡㄑㄧㄝ,苟且,FALSE,656431
ㄉㄨㄣㄙㄤ,頓顙,FALSE,656403
ㄉㄚㄓㄨㄕ,大柱史,FALSE,656376
ㄕㄤㄕㄨㄢ,上閂,FALSE,656371
ㄓㄤㄉㄨㄛ,掌舵,FALSE,656341
ㄔㄨㄢㄘㄤ,船艙,FALSE,656334
ㄎㄨㄊㄨㄥ,苦痛,FALSE,656278
ㄒㄧㄤㄉㄧ,相抵/箱底,FALSE,656275
ㄅㄧㄢㄆㄞ,編排/編派,FALSE,656248
ㄊㄧㄢㄘㄞ,天才/甜菜,TRUE,656226
ㄍㄨㄣㄅㄞ,滾白,FALSE,656215
ㄅㄧㄣㄗㄤ,殯葬,FALSE,656196
ㄉㄧㄝㄌㄟ,蝶類,FALSE,656188
ㄐㄧㄝㄎㄤ,拮抗,FALSE,656186
ㄊㄨㄟㄍㄠ,退稿,FALSE,656184
ㄉㄥㄊㄨㄥ,等同/鄧通,FALSE,656180
ㄏㄤㄍㄨㄟ,行規,FALSE,656157
ㄗㄨㄣㄕㄤ,尊上,FALSE,656152
ㄍㄨㄟㄌㄡ,軌漏,FALSE,656142
ㄏㄣㄒㄧㄣ,狠心,TRUE,656117.5
ㄌㄜㄐㄧㄝ,勒借/勒戒,FALSE,656111
ㄉㄚㄒㄧㄚ,大廈/大俠,FALSE,656080.5
ㄘㄢㄏㄨㄛ,慘禍,FALSE,656078
ㄋㄨㄢㄎㄤ,暖炕,FALSE,656059
ㄑㄧㄡㄏㄠ,秋毫,FALSE,656052
ㄏㄨㄟㄍㄠ,會稿/回告,FALSE,656049
ㄆㄚㄔㄨㄢ,爬船,FALSE,656038
ㄎㄨㄥㄅㄞ,空白,FALSE,656032
ㄊㄨㄛㄉㄡ,拖逗,FALSE,656008
ㄒㄩㄗㄨㄛ,虛左,FALSE,656008
ㄓㄢㄉㄨㄢ,占斷,FALSE,656008
ㄍㄨㄚㄌㄟ,掛累,FALSE,656005
ㄐㄧㄝㄌㄜ,結了,FALSE,655982
ㄆㄛㄒㄧㄚ,破夏,FALSE,655969
ㄆㄧㄣㄆㄢ,拼盤,FALSE,655967
ㄍㄨㄚㄩㄝ,瓜月,FALSE,655967
ㄍㄨㄛㄓㄤ,過帳/國丈,FALSE,655915
ㄓㄣㄍㄨㄞ,珍怪,FALSE,655897
ㄒㄧㄝㄅㄞ,寫白/薤白,FALSE,655896
ㄍㄨㄟㄌㄩ,規律,TRUE,655895
ㄉㄚㄊㄨㄛ,打脫,FALSE,655885
ㄕㄠㄓㄨㄤ,少壯,FALSE,655882
ㄏㄨㄛㄉㄡ,火斗,FALSE,655873
ㄉㄚㄏㄨㄛ,打和/打火,FALSE,655836
ㄅㄢㄙㄨㄛ,搬唆,FALSE,655828
ㄆㄧㄥㄐㄧ,萍寄,FALSE,655817
ㄒㄧㄚㄔㄜ,下車/瞎扯,FALSE,655803
ㄍㄨㄛㄓㄠ,過招,FALSE,655789
ㄐㄩㄏㄨㄞ,沮壞,FALSE,655764
ㄧㄡㄅㄧㄥ,有病/油餅,TRUE,655726
ㄋㄧㄡㄕㄣ,扭身,FALSE,655705
ㄑㄧㄠㄖㄣ,僑人/喬人,FALSE,655647
ㄖㄜㄓㄨㄥ,熱衷/熱中,FALSE,655645
ㄏㄨㄚㄕㄠ,花稍/花哨,FALSE,655634
ㄈㄢㄖㄨㄛ,繁弱,FALSE,655627
ㄙㄨㄢㄇㄚ,酸麻/痠麻,FALSE,655625
ㄅㄧㄥㄅㄟ,兵備,FALSE,655591
ㄘㄠㄔㄨㄢ,草船,FALSE,655569
ㄈㄤㄏㄨㄣ,芳魂,FALSE,655565
ㄓㄣㄒㄩㄢ,甄選,FALSE,655471
ㄐㄧㄝㄗㄚ,結紮,FALSE,655458
ㄓㄥㄙㄨㄟ,正思惟,FALSE,655455
ㄌㄨㄣㄨㄤ,淪亡/輪王,FALSE,655454
ㄊㄡㄅㄧㄠ,投標,FALSE,655421
ㄎㄤㄐㄧㄝ,抗節,FALSE,655413
ㄈㄢㄗㄨㄟ,犯罪,FALSE,655411
ㄅㄧㄢㄙㄞ,邊塞,FALSE,655408
ㄏㄨㄤㄔㄣ,黃塵,FALSE,655379
ㄑㄧㄤㄖㄣ,強人/強忍,TRUE,655357
ㄔㄡㄙㄨㄢ,籌算/籌筭,FALSE,655298
ㄉㄡㄊㄨㄛ,兜拖,FALSE,655285
ㄇㄡㄙㄨㄢ,謀算,FALSE,655250
ㄊㄡㄊㄨㄥ,頭痛,TRUE,655232
ㄌㄩㄍㄨㄟ,履癸,FALSE,655210
ㄌㄧㄣㄎㄡ,林口,FALSE,655209
ㄘㄨㄥㄇㄚ,驄馬,FALSE,655201
ㄕㄨㄤㄅㄠ,雙包,FALSE,655187
ㄏㄨㄣㄔㄠ,昏鈔,FALSE,655159
ㄕㄤㄗㄨㄣ,上尊,FALSE,655156
ㄍㄨㄟㄨㄣ,龜文/龜紋,FALSE,655141
ㄙㄨㄢㄔㄡ,算籌,FALSE,655138
ㄑㄧㄣㄖㄠ,侵擾,FALSE,655137
ㄒㄩㄣㄆㄨ,巡鋪,FALSE,655126
ㄒㄧㄠㄉㄠ,孝道/小道,FALSE,655124.5
ㄒㄧㄋㄩㄝ,戲謔,FALSE,655089
ㄉㄨㄖㄣㄕ,都人士,FALSE,655072
ㄋㄚㄒㄧㄝ,那些/那些,FALSE,655065
ㄏㄨㄤㄇㄣ,黃門,FALSE,655059
ㄌㄧㄣㄒㄧ,吝惜,FALSE,655054
ㄏㄨㄤㄕㄡ,黃瘦,FALSE,655045
ㄅㄟㄌㄨㄣ,卑論/悖倫,FALSE,655029
ㄇㄧㄣㄉㄜ,民德,FALSE,655012
ㄐㄩㄢㄐㄧ,悁急/狷急,FALSE,655007
ㄋㄩㄒㄧㄝ,女鞋,FALSE,654983
ㄊㄨㄣㄇㄠ,褪毛,FALSE,654974
ㄈㄚㄌㄨㄣ,法輪,FALSE,654941
ㄧㄢㄑㄧㄤ,煙槍,FALSE,654895
ㄍㄨㄢㄓㄨ,關注/灌注,FALSE,654874
ㄊㄡㄉㄨㄛ,偷墮/媮惰,FALSE,654872
ㄉㄨㄟㄓㄤ,隊長/對仗,TRUE,654852
ㄏㄨㄣㄇㄠ,昏眊/昏瞀,FALSE,654839
ㄩㄢㄅㄧㄢ,圓便/員弁,FALSE,654835
ㄉㄨㄛㄖㄣ,奪人,FALSE,654798
ㄘㄞㄅㄧㄥ,裁兵/裁併,FALSE,654797
ㄍㄨㄢㄔㄢ,官產,FALSE,654781
ㄒㄩㄢㄓㄣ,玄真/懸針,FALSE,654778
ㄕㄠㄏㄨㄚ,燒化/韶華,FALSE,654774
ㄧㄢㄑㄧㄠ,鹽橋,FALSE,654769
ㄕㄚㄏㄨㄤ,沙皇/沙荒,FALSE,654746
ㄔㄨㄤㄏㄣ,創痕/瘡痕,FALSE,654742
ㄊㄧㄠㄩㄝ,條約/跳躍,FALSE,654736
ㄉㄨㄟㄓㄠ,對照,TRUE,654726
ㄕㄢㄅㄧㄢ,善變/擅變,FALSE,654709
ㄇㄟㄋㄨㄥ,美濃,FALSE,654696
ㄌㄡㄍㄨㄟ,陋規,FALSE,654692
ㄉㄚㄅㄨㄕ,大不是,FALSE,654676
ㄈㄣㄏㄨㄤ,焚黃,FALSE,654651
ㄐㄧㄝㄗㄡ,節奏,TRUE,654651
ㄔㄨㄣㄏㄤ,蠢夯,FALSE,654648
ㄍㄢㄇㄧㄢ,乾麵,FALSE,654628
ㄩㄣㄇㄧㄝ,隕滅,FALSE,654615
ㄌㄟㄉㄧㄝ,類疊,FALSE,654566
ㄓㄣㄅㄧㄝ,甄別,FALSE,654554
ㄅㄞㄌㄧㄣ,白磷,FALSE,654524
ㄏㄨㄞㄋㄢ,淮南,FALSE,654517
ㄕㄨㄙㄨㄥ,輸送/疏鬆,FALSE,654505
ㄐㄧㄠㄆㄛ,腳婆/交迫,FALSE,654479
ㄗㄡㄐㄧㄝ,奏捷,FALSE,654474
ㄇㄧㄥㄇㄤ,冥茫/溟漭,FALSE,654458
ㄌㄥㄐㄩㄣ,冷峻,FALSE,654413
ㄋㄨㄥㄎㄡ,弄口,FALSE,654412
ㄕㄒㄧㄕㄥ,實習生,FALSE,654400
ㄕㄤㄏㄨㄚ,上畫/賞花,FALSE,654398
ㄖㄨㄥㄉㄥ,榮登,FALSE,654392.5
ㄍㄨㄤㄇㄠ,廣袤,FALSE,654323
ㄋㄞㄇㄧㄥ,奶名,FALSE,654288
ㄒㄩㄣㄙㄨ,迅速/尋俗,FALSE,654286
ㄅㄚㄌㄧㄩ,巴利語,FALSE,654273
ㄎㄨㄛㄗㄥ,擴增,FALSE,654271
ㄍㄨㄛㄅㄤ,過磅,FALSE,654270
ㄅㄧㄌㄧㄤ,比量/比量,FALSE,654261
ㄈㄟㄉㄧㄠ,廢掉,FALSE,654202
ㄎㄨㄚㄒㄩ,誇詡,FALSE,654176
ㄍㄡㄒㄩㄢ,鉤玄,FALSE,654171
ㄔㄣㄔㄨㄢ,趁船,FALSE,654166
ㄍㄨㄛㄅㄠ,國寶/果報,FALSE,654144
ㄋㄨㄥㄓㄞ,農宅,FALSE,654102
ㄐㄧㄣㄧㄣ,浸淫/近因,FALSE,654099.5
ㄌㄟㄊㄧㄠ,肋條,FALSE,654066
ㄈㄤㄧㄥㄕ,放映室,FALSE,654063
ㄆㄧㄠㄙㄢ,飄散,FALSE,654062
ㄏㄢㄑㄩㄥ,寒蛩,FALSE,654047
ㄋㄟㄔㄨㄥ,內寵,FALSE,654045
ㄎㄚㄋㄨㄥ,卡農,FALSE,654016
ㄊㄞㄐㄧㄝ,太階/泰階,FALSE,654012
ㄎㄨㄥㄨㄟ,空位,FALSE,654012
ㄅㄧㄣㄕㄜ,殯舍,FALSE,654003
ㄌㄞㄅㄧㄣ,來賓,FALSE,653996
ㄊㄨㄣㄅㄛ,吞剝/褪膊,FALSE,653974
ㄆㄢㄐㄧㄢ,鞶鑑/鞶鑒,FALSE,653966
ㄔㄢㄖㄨㄛ,孱弱,FALSE,653951
ㄙㄨㄧㄧㄡ,死無遺憂,FALSE,653936
ㄋㄚㄎㄨㄥ,拏空,FALSE,653932
ㄍㄠㄓㄨㄛ,高卓,FALSE,653892
ㄎㄨㄥㄆㄠ,空跑,FALSE,653854
ㄌㄧㄡㄑㄩ,留取/六區,FALSE,653825
ㄓㄤㄍㄨㄛ,掌摑/張果,FALSE,653825
ㄓㄜㄒㄧㄝ,這些,FALSE,653823
ㄆㄠㄒㄧㄝ,跑鞋,FALSE,653820
ㄓㄨㄢㄓㄤ,轉帳,FALSE,653810
ㄧㄚㄑㄧㄢ,牙籤,TRUE,653789
ㄌㄧㄠㄈㄤ,療方,FALSE,653777
ㄓㄨㄟㄉㄠ,追悼/錐刀,FALSE,653763
ㄐㄧㄝㄇㄛ,結末/結磨,FALSE,653750
ㄍㄨㄛㄊㄡ,過頭/裹頭,TRUE,653744
ㄔㄢㄗㄨㄟ,饞嘴,FALSE,653735
ㄐㄧㄠㄔㄜ,轎車/叫車,FALSE,653713
ㄓㄨㄢㄗㄜ,專責,FALSE,653711
ㄇㄢㄗㄨㄟ,滿嘴,FALSE,653687
ㄆㄧㄥㄍㄥ,萍梗,FALSE,653686.5
ㄇㄠㄍㄨㄤ,袤廣,FALSE,653672
ㄒㄩㄣㄅㄢ,訊辦,FALSE,653663
ㄇㄞㄔㄨㄥ,脈衝,FALSE,653619
ㄧㄥㄅㄧㄠ,瀛表,FALSE,653610
ㄎㄜㄇㄧㄥ,克明/科名,FALSE,653578
ㄈㄤㄌㄧㄠ,放療,FALSE,653517
ㄧㄧㄐㄧㄕ,以一擊十,FALSE,653501
ㄌㄧㄢㄈㄢ,連番,FALSE,653499
ㄌㄧㄡㄉㄞ,留待,FALSE,653479
ㄓㄣㄏㄨㄛ,真貨,FALSE,653456
ㄑㄧㄇㄧㄣ,器皿/齊民,FALSE,653455
ㄆㄤㄒㄧㄝ,螃蟹,FALSE,653444
ㄉㄨㄅㄚㄕ,都把勢,FALSE,653442
ㄓㄨㄖㄨㄥ,祝融,FALSE,653426
ㄍㄨㄛㄏㄡ,過後,TRUE,653401
ㄇㄧㄑㄧㄣ,密親,FALSE,653400
ㄒㄩㄣㄢㄕ,巡按使,FALSE,653379
ㄏㄜㄉㄧㄠ,鶴弔,FALSE,653361
ㄏㄜㄎㄨㄢ,合款,FALSE,653356
ㄍㄨㄤㄅㄛ,廣播/光波,TRUE,653323
ㄆㄠㄍㄨㄣ,泡滾,FALSE,653270
ㄌㄨㄣㄔㄡ,倫儔,FALSE,653265
ㄅㄨㄉㄚㄕ,布達式,FALSE,653230
ㄍㄨㄢㄅㄨ,官捕,FALSE,653229
ㄧㄡㄑㄧㄢ,有錢,FALSE,653189
ㄍㄢㄓㄨㄢ,感篆,FALSE,653183
ㄧㄨㄕㄔㄨ,一無是處,FALSE,653150
ㄧㄥㄎㄡㄕ,營口市,FALSE,653141
ㄎㄨㄥㄙㄤ,空桑,FALSE,653140
ㄑㄧㄥㄘㄜ,清冊/傾側,FALSE,653133
ㄒㄩㄢㄅㄣ,選本,FALSE,653133
ㄐㄩㄝㄕㄨ,覺書,FALSE,653102
ㄑㄧㄥㄈㄥ,清風/輕風,FALSE,653098.5
ㄒㄧㄤㄗㄜ,香澤/薌澤,FALSE,653095
ㄆㄛㄐㄧㄤ,迫降,FALSE,653090
ㄏㄨㄢㄎㄜ,歡客,FALSE,653087
ㄎㄨㄤㄐㄩ,狂且/恇懼,FALSE,653085
ㄉㄨㄟㄅㄠ,對保,FALSE,653081
ㄙㄢㄐㄧㄢ,三監/三鑑,FALSE,653053
ㄏㄨㄋㄨㄥ,糊弄,FALSE,653051
ㄎㄜㄏㄨㄢ,科幻,FALSE,653043
ㄅㄨㄧㄧㄗ,不易一字,FALSE,653041
ㄙㄨㄢㄗㄠ,酸棗,FALSE,653019
ㄅㄛㄅㄧㄥ,薄餅/撥兵,FALSE,653014
ㄍㄚㄒㄧㄚ,噶廈,FALSE,653000.5
ㄉㄧㄠㄏㄜ,弔鶴,FALSE,652995
ㄔㄨㄣㄌㄡ,蠢陋,FALSE,652993
ㄆㄛㄐㄧㄠ,潑腳,FALSE,652964
ㄌㄩㄝㄧㄡ,略誘,FALSE,652962
ㄊㄚㄍㄨㄛ,他國,FALSE,652956
ㄉㄠㄓㄨㄟ,刀錐,FALSE,652924
ㄙㄠㄒㄧㄝ,騷屑,FALSE,652907
ㄘㄠㄆㄧㄥ,草坪,FALSE,652901
ㄇㄧㄥㄎㄜ,銘刻,FALSE,652898
ㄓㄨㄢㄍㄨ,轉轂,FALSE,652897
ㄓㄚㄑㄧㄤ,扎槍,FALSE,652809
ㄌㄧㄝㄧㄤ,烈陽,FALSE,652785
ㄏㄡㄏㄨㄢ,後患,FALSE,652758
ㄅㄧㄢㄅㄛ,辯駁/貶駁,FALSE,652747
ㄘㄨㄥㄗㄤ,叢葬,FALSE,652721
ㄆㄠㄎㄨㄥ,拋空,FALSE,652687
ㄉㄨㄟㄊㄡ,對頭/對頭,FALSE,652681
ㄓㄠㄉㄨㄟ,招對,FALSE,652669
ㄌㄧㄝㄧㄠ,劣藥,FALSE,652659
ㄑㄧㄢㄌㄧ,潛力/前例,FALSE,652617
ㄐㄧㄝㄋㄤ,解囊,FALSE,652582
ㄎㄠㄑㄧㄣ,考勤,FALSE,652566
ㄆㄧㄥㄘㄠ,平槽,FALSE,652560
ㄎㄨㄢㄏㄜ,寬和,FALSE,652546
ㄅㄠㄍㄨㄛ,包裹/報國,FALSE,652544
ㄏㄨㄟㄉㄚ,回答/毀打,TRUE,652537
ㄇㄚㄇㄧㄥ,罵名/馬鳴,FALSE,652532
ㄔㄨㄢㄍㄢ,傳柑,FALSE,652522
ㄒㄧㄚㄆㄟ,霞帔,FALSE,652521
ㄊㄨㄟㄓㄣ,退針,FALSE,652517
ㄏㄨㄚㄏㄢ,華翰,FALSE,652487
ㄗㄨㄣㄗㄢ,噂噆,FALSE,652483
ㄕㄗㄐㄧㄝ,十字街,FALSE,652451
ㄑㄩㄢㄓㄥ,詮證,FALSE,652436
ㄔㄨㄤㄍㄠ,創稿,FALSE,652384
ㄏㄨㄟㄓㄣ,會真/會診,FALSE,652382
ㄊㄡㄍㄨㄛ,透過,FALSE,652356
ㄘㄨㄟㄅㄢ,催辦,FALSE,652343
ㄘㄞㄑㄧㄢ,彩錢,FALSE,652260
ㄏㄡㄍㄨㄛ,後果,TRUE,652221
ㄗㄨㄛㄖㄢ,作染,FALSE,652218
ㄧㄚㄒㄩㄝ,啞穴,FALSE,652217
ㄋㄠㄐㄧㄝ,撓節,FALSE,652214
ㄓㄨㄢㄌㄢ,專欄,TRUE,652201
ㄗㄧㄡㄍㄤ,自由港,FALSE,652194
ㄌㄨㄢㄓㄢ,亂戰,FALSE,652191
ㄒㄩㄖㄨㄛ,虛弱,FALSE,652176
ㄅㄤㄍㄨㄛ,邦國,FALSE,652168
ㄓㄥㄘㄨㄛ,掙挫,FALSE,652167
ㄌㄧㄢㄑㄧ,鍊氣/奩器,FALSE,652166
ㄓㄨㄥㄓㄡ,中州,FALSE,652163
ㄍㄡㄏㄨㄛ,苟活/篝火,FALSE,652156
ㄎㄞㄇㄧㄢ,開面,FALSE,652149
ㄎㄜㄓㄨㄥ,客中,FALSE,652133
ㄒㄩㄣㄨㄣ,詢問/訊問,FALSE,652131.5
ㄓㄥㄒㄩㄣ,徵詢,FALSE,652125
ㄓㄢㄌㄧㄢ,棧戀,FALSE,652115
ㄑㄧㄠㄓㄚ,巧詐/敲詐,FALSE,652112
ㄓㄨㄤㄌㄠ,裝老,FALSE,652063
ㄌㄤㄇㄧㄠ,廊廟,FALSE,652046
ㄏㄨㄢㄊㄢ,桓譚,FALSE,652040
ㄘㄢㄏㄨㄟ,餐會,FALSE,652030
ㄐㄧㄣㄙㄜ,金色/錦瑟,TRUE,651977
ㄇㄛㄐㄧㄝ,末節,FALSE,651944
ㄆㄟㄒㄧㄡ,裴秀,FALSE,651927
ㄍㄠㄐㄩㄢ,膏捐,FALSE,651920
ㄊㄨㄛㄍㄡ,拖鉤,FALSE,651914
ㄌㄧㄤㄧㄝ,良夜/良冶,FALSE,651868
ㄔㄤㄌㄧㄠ,倡寮/娼寮,FALSE,651841
ㄉㄚㄊㄨㄟ,大腿/打退,TRUE,651837
ㄊㄨㄥㄆㄞ,銅牌,FALSE,651832
ㄅㄞㄋㄨㄥ,擺弄/擺弄,FALSE,651827
ㄨㄚㄌㄥㄗ,瓦楞子,FALSE,651791
ㄉㄚㄏㄨㄟ,大會/搭會,FALSE,651788
ㄏㄢㄊㄧㄢ,寒天/旱天,FALSE,651784
ㄅㄢㄙㄨㄟ,伴隨,FALSE,651780
ㄏㄨㄛㄍㄡ,夥夠,FALSE,651779
ㄍㄨㄟㄓㄤ,規章/圭璋,FALSE,651772
ㄅㄨㄖㄨㄥ,不容,FALSE,651769
ㄔㄨㄥㄆㄛ,衝破,FALSE,651768
ㄒㄩㄝㄊㄨ,學徒,FALSE,651750
ㄩㄝㄍㄨㄚ,越瓜,FALSE,651749
ㄍㄨㄛㄖㄣ,國人/過人,TRUE,651718
ㄐㄧㄝㄈㄟ,劫匪,TRUE,651701
ㄏㄨㄥㄆㄞ,紅牌,FALSE,651697
ㄈㄥㄉㄧㄥ,封頂,FALSE,651683
ㄎㄞㄒㄧㄤ,慨想,FALSE,651653
ㄌㄧㄝㄕㄚ,獵殺,FALSE,651650
ㄍㄨㄟㄓㄠ,歸趙/歸棹,FALSE,651646
ㄧㄡㄒㄩㄝ,遊學/右學,FALSE,651617
ㄕㄨㄟㄕㄢ,水杉,FALSE,651563
ㄘㄠㄗㄨㄥ,操縱,FALSE,651554
ㄉㄧㄠㄎㄡ,吊扣/弔扣,FALSE,651544
ㄒㄩㄝㄌㄧ,學歷/學力,TRUE,651542
ㄎㄞㄒㄧㄠ,開消/開銷,FALSE,651527
ㄆㄞㄌㄨㄢ,排卵,FALSE,651508
ㄌㄧㄢㄇㄢ,臉慢/簾幔,FALSE,651500
