Word,Answer,Score,Occurrence,Green,Yellow,Weighted Sum
siens,FALSE,4670553,2871,963,1908,1917
quant,FALSE,4670496,2612,951,1661,1781.5
chyme,FALSE,4670396,2598,863,1735,1730.5
knaps,FALSE,4670137,2625,500,2125,1562.5
divan,FALSE,4670121,2625,655,1970,1640
peghs,FALSE,4670115,2699,515,2184,1607
jagir,FALSE,4670045,2720,761,1959,1740.5
venom,TRUE,4669959,2726,598,2128,1662
balks,FALSE,4669909,2644,680,1964,1662
plush,TRUE,4669878,2448,818,1630,1633
mousy,FALSE,4669722,2463,1086,1377,1774.5
bawls,FALSE,4669540,2636,701,1935,1668.5
pingo,FALSE,4669467,2516,617,1899,1566.5
netes,FALSE,4669305,2891,744,2147,1817.5
worms,FALSE,4669031,2620,629,1991,1624.5
swopt,FALSE,4668826,2498,957,1541,1727.5
cowry,FALSE,4668714,2569,1019,1550,1794
bendy,FALSE,4668626,2660,987,1673,1823.5
ablow,FALSE,4668383,2691,418,2273,1554.5
viced,FALSE,4668320,2670,737,1933,1703.5
algum,FALSE,4668190,2612,533,2079,1572.5
pilch,FALSE,4668088,2468,747,1721,1607.5
poked,FALSE,4667914,2647,869,1778,1758
russe,FALSE,4667753.5,2968,966,2002,1967
usure,FALSE,4667723,2968,790,2178,1879
eager,TRUE,4667460,3102,973,2129,2037.5
sarus,FALSE,4667432,2821,951,1870,1886
chace,FALSE,4667349,2792,1225,1567,2008.5
gibed,FALSE,4667221,2640,810,1830,1725
almug,FALSE,4666903,2612,526,2086,1569
hiked,FALSE,4666900,2654,719,1935,1686.5
gandy,FALSE,4666805,2546,991,1555,1768.5
ruler,TRUE,4666114,2998,933,2065,1965.5
comus,FALSE,4665985,2494,656,1838,1575
grown,TRUE,4665842,2554,781,1773,1667.5
rumpo,FALSE,4665791,2611,460,2151,1535.5
amply,TRUE,4664972,2618,763,1855,1690.5
wifes,FALSE,4664565,2722,664,2058,1693
swive,FALSE,4664538,2664,1146,1518,1905
bribe,TRUE,4664520,2807,1154,1653,1980.5
knowe,FALSE,4664410,2675,800,1875,1737.5
toros,FALSE,4664346,2795,759,2036,1777
drouk,FALSE,4664156,2539,817,1722,1678
aloos,FALSE,4663420,2848,754,2094,1801
vetch,FALSE,4663228,2699,687,2012,1693
oping,FALSE,4663024,2516,591,1925,1553.5
hemps,FALSE,4662921,2697,458,2239,1577.5
jaunt,TRUE,4662860,2610,924,1686,1767
helix,TRUE,4662850,2767,589,2178,1678
shtik,FALSE,4662835,2513,892,1621,1702.5
glims,FALSE,4662784,2511,686,1825,1598.5
gauze,TRUE,4662607,2757,1028,1729,1892.5
vigor,TRUE,4662553,2606,656,1950,1631
eking,TRUE,4662485,2755,571,2184,1663
panne,FALSE,4662450.5,2861,1191,1670,2026
knife,TRUE,4661887,2662,832,1830,1747
daych,FALSE,4661603,2523,735,1788,1629
licks,FALSE,4661559,2563,437,2126,1500
plack,FALSE,4661464,2553,915,1638,1734
satai,FALSE,4660948,2841,955,1886,1898
braky,FALSE,4660891,2632,1166,1466,1899
recco,FALSE,4660494,3014,613,2401,1813.5
patte,FALSE,4660404,2978,1120,1858,2049
jolts,FALSE,4659462,2633,586,2047,1609.5
hijra,FALSE,4659408,2799,490,2309,1644.5
talas,FALSE,4659190,2842,764,2078,1803
sains,FALSE,4658896,2724,1154,1570,1939
alant,FALSE,4658820,2774,1084,1690,1929
fonly,FALSE,4658589,2495,1080,1415,1787.5
vouge,FALSE,4658566,2635,987,1648,1811
serge,FALSE,4658405,2811,1271,1540,2041
cubed,FALSE,4657788,2598,877,1721,1737.5
toxin,TRUE,4657784,2574,728,1846,1651
nance,FALSE,4657659,2963,1056,1907,2009.5
stunk,TRUE,4657519,2494,903,1591,1698.5
itchy,TRUE,4657382,2558,559,1999,1558.5
drubs,FALSE,4657307,2549,603,1946,1576
ridgy,FALSE,4657089,2571,822,1749,1696.5
forex,FALSE,4656658,2810,904,1906,1857
fogey,FALSE,4656061,2653,1164,1489,1908.5
fibro,FALSE,4655826,2631,605,2026,1618
towny,FALSE,4655716,2501,1000,1501,1750.5
thewy,FALSE,4655526,2713,859,1854,1786
hoiks,FALSE,4655277,2519,705,1814,1612
erode,TRUE,4655237,2936,1076,1860,2006
quais,FALSE,4654968,2660,710,1950,1685
skelf,FALSE,4654821,2731,741,1990,1736
hound,TRUE,4654524,2429,813,1616,1621
tecta,FALSE,4654488,3080,650,2430,1865
timbo,FALSE,4654391,2552,494,2058,1523
woken,TRUE,4654323,2675,822,1853,1748.5
ricer,FALSE,4653808,2988,893,2095,1940.5
yolks,FALSE,4653781,2558,488,2070,1523
yowls,FALSE,4653412,2550,509,2041,1529.5
colza,FALSE,4653390,2713,673,2040,1693
reave,FALSE,4653241,2951,1124,1827,2037.5
magus,FALSE,4653142,2582,596,1986,1589
leets,FALSE,4652885.5,2989,682,2307,1835.5
cella,FALSE,4651793,3061,778,2283,1919.5
foids,FALSE,4651663,2515,786,1729,1650.5
thuds,FALSE,4651385,2491,563,1928,1527
cromb,FALSE,4651272,2523,788,1735,1655.5
snick,FALSE,4650842,2465,984,1481,1724.5
faked,FALSE,4650666,2744,888,1856,1816
chefs,FALSE,4650661,2708,590,2118,1649
unwit,FALSE,4650387,2515,557,1958,1536
gotch,FALSE,4650211,2467,796,1671,1631.5
crowd,TRUE,4650019,2522,852,1670,1687
taits,FALSE,4649708,2841,894,1947,1867.5
kibla,FALSE,4649420,2673,505,2168,1589
aking,FALSE,4648475,2608,640,1968,1624
firms,FALSE,4648450,2607,605,2002,1606
brows,FALSE,4647493,2589,745,1844,1667
naira,FALSE,4647210,2943,823,2120,1883
crunk,FALSE,4647087,2494,925,1569,1709.5
shtup,FALSE,4646864,2467,759,1708,1613
aedes,FALSE,4646759,2953,812,2141,1882.5
morph,TRUE,4646621,2533,738,1795,1635.5
stens,FALSE,4646113,2891,838,2053,1864.5
leper,TRUE,4646004,2887,918,1969,1902.5
saola,FALSE,4645399,2848,1140,1708,1994
poncy,FALSE,4645279,2434,1076,1358,1755
mixte,FALSE,4645255,2705,884,1821,1794.5
stirs,FALSE,4645048,2769,897,1872,1833
sheer,TRUE,4644769.5,2890,1217,1673,2053.5
misgo,FALSE,4644635,2536,523,2013,1529.5
hecks,FALSE,4644603,2703,458,2245,1580.5
xenic,FALSE,4644458,2738,570,2168,1654
curfs,FALSE,4644450,2567,618,1949,1592.5
globi,FALSE,4644420,2535,595,1940,1565
pongs,FALSE,4644335,2487,672,1815,1579.5
gauje,FALSE,4644333,2749,1010,1739,1879.5
gleby,FALSE,4644331,2688,881,1807,1784.5
gismo,FALSE,4644089,2536,523,2013,1529.5
sulph,FALSE,4643916,2448,853,1595,1650.5
poxes,FALSE,4643706,2730,787,1943,1758.5
ycond,FALSE,4643522,2458,590,1868,1524
deads,FALSE,4643451,2953,765,2188,1859
wring,TRUE,4643350,2528,839,1689,1683.5
hings,FALSE,4643321,2494,522,1972,1508
speck,TRUE,4643015,2670,869,1801,1769.5
kubie,FALSE,4642694,2629,845,1784,1737
merse,FALSE,4642589,2809,1107,1702,1958
toses,FALSE,4642369,3014,862,2152,1938
mirks,FALSE,4642146,2602,563,2039,1582.5
yaars,FALSE,4642130,2781,805,1976,1793
mould,FALSE,4642115,2446,831,1615,1638.5
sough,FALSE,4641884,2427,1025,1402,1726
guyed,FALSE,4641579,2600,766,1834,1683
sants,FALSE,4641115,2744,984,1760,1864
flask,TRUE,4641009,2584,928,1656,1756
confs,FALSE,4640861,2496,687,1809,1591.5
surfy,FALSE,4640572,2536,1114,1422,1825
quasi,TRUE,4640187,2660,698,1962,1679
ghoul,TRUE,4639925,2457,741,1716,1599
joker,TRUE,4639788,2795,841,1954,1818
ankhs,FALSE,4639749,2658,304,2354,1481
vogue,TRUE,4639723,2635,895,1740,1765
looed,FALSE,4639588,2747,1047,1700,1897
regie,FALSE,4639470,2840,996,1844,1918
fribs,FALSE,4638176,2576,729,1847,1652.5
decks,FALSE,4637868,2694,500,2194,1597
awing,FALSE,4637803,2600,674,1926,1637
briks,FALSE,4637505,2571,797,1774,1684
mavis,FALSE,4637267,2621,654,1967,1637.5
blawn,FALSE,4637058,2568,836,1732,1702
caaed,FALSE,4636784,2783,1245,1538,2014
jarps,FALSE,4636610,2737,573,2164,1655
dings,FALSE,4636586,2485,564,1921,1524.5
zoned,FALSE,4636341,2684,857,1827,1770.5
tasso,FALSE,4635931.5,2867,762,2105,1814.5
stent,FALSE,4635491,2891,1055,1836,1973
scars,FALSE,4635464,2812,901,1911,1856.5
cymol,FALSE,4635413,2484,570,1914,1527
joram,FALSE,4635326,2744,667,2077,1705.5
wigan,FALSE,4634886,2600,645,1955,1622.5
yogic,FALSE,4634836,2485,541,1944,1513
apple,TRUE,4634643.5,2959,846,2113,1902.5
caxon,FALSE,4634304,2617,776,1841,1696.5
exams,FALSE,4634232,2918,497,2421,1707.5
blogs,FALSE,4634105,2506,730,1776,1618
eisel,FALSE,4633629,2969,828,2141,1898.5
gauch,FALSE,4633547,2493,875,1618,1684
fixer,TRUE,4633458,2784,880,1904,1832
conks,FALSE,4633396,2491,707,1784,1599
kench,FALSE,4633349,2635,692,1943,1663.5
thawy,FALSE,4633307,2566,989,1577,1777.5
biogs,FALSE,4633128,2505,731,1774,1618
tenue,FALSE,4633088,2730,1036,1694,1883
babes,FALSE,4633020,2850,888,1962,1869
dozen,TRUE,4632993,2684,849,1835,1766.5
rocky,TRUE,4632975,2577,859,1718,1718
furth,FALSE,4632184,2547,763,1784,1655
nuked,FALSE,4631923,2635,671,1964,1653
bourg,FALSE,4631681,2534,810,1724,1672
preop,FALSE,4631617,2912,774,2138,1843
sheas,FALSE,4630977,2962,886,2076,1924
crwth,FALSE,4630746,2525,769,1756,1647
lough,FALSE,4630402,2457,747,1710,1602
wefts,FALSE,4630391,2742,525,2217,1633.5
forbs,FALSE,4630298,2602,638,1964,1620
kalif,FALSE,4630208,2613,620,1993,1616.5
borks,FALSE,4629627,2597,706,1891,1651.5
tombs,FALSE,4629259,2523,549,1974,1536
koban,FALSE,4629246,2601,649,1952,1625
wisht,FALSE,4629089,2505,646,1859,1575.5
chops,FALSE,4629014,2464,672,1792,1568
crazy,TRUE,4628918,2646,1156,1490,1901
aswim,FALSE,4628838,2666,383,2283,1524.5
urdee,FALSE,4628642,2720,1117,1603,1918.5
unfed,TRUE,4628609,2640,581,2059,1610.5
minds,FALSE,4628585,2483,553,1930,1518
amate,FALSE,4628099,2930,1049,1881,1989.5
fancy,TRUE,4628031,2531,1095,1436,1813
globs,FALSE,4627926,2506,620,1886,1563
porer,FALSE,4627452,2912,1114,1798,2013
undam,FALSE,4627374,2584,400,2184,1492
fangs,FALSE,4627087,2584,691,1893,1637.5
loess,FALSE,4626976.5,2995,751,2244,1873
passe,FALSE,4626511.5,2929,1121,1808,2025
haufs,FALSE,4626468,2570,609,1961,1589.5
faxes,FALSE,4626458,2827,806,2021,1816.5
doups,FALSE,4626449,2464,641,1823,1552.5
hirer,FALSE,4626438,2919,964,1955,1941.5
pyoid,FALSE,4626356,2453,685,1768,1569
donee,FALSE,4625763,2649,1271,1378,1960
gobis,FALSE,4625709,2505,645,1860,1575
divot,FALSE,4625555,2506,747,1759,1626.5
hokis,FALSE,4625388,2519,554,1965,1536.5
waked,FALSE,4625341,2731,835,1896,1783
agate,TRUE,4625109,2932,1023,1909,1977.5
sages,FALSE,4624927,2883,1091,1792,1987
frush,FALSE,4624861,2498,878,1620,1688
suras,FALSE,4624766,2821,914,1907,1867.5
joeys,FALSE,4624401,2791,515,2276,1653
antar,FALSE,4624174,2963,714,2249,1838.5
emyds,FALSE,4624133,2759,244,2515,1501.5
addle,FALSE,4624099.5,2983,822,2161,1902.5
chews,FALSE,4623984,2695,580,2115,1637.5
wench,TRUE,4623570,2627,755,1872,1691
twiny,FALSE,4623498,2475,1005,1470,1740
torso,TRUE,4623335,2795,820,1975,1807.5
grimy,TRUE,4623057,2499,1080,1419,1789.5
glift,FALSE,4622714,2469,870,1599,1669.5
gutsy,FALSE,4622160,2459,947,1512,1703
piked,FALSE,4622008,2621,792,1829,1706.5
fazes,FALSE,4621936,2825,805,2020,1815
kawed,FALSE,4621856,2731,786,1945,1758.5
dowts,FALSE,4621539,2522,591,1931,1556.5
punty,FALSE,4620999,2437,970,1467,1703.5
juice,TRUE,4620850,2635,1048,1587,1841.5
heres,FALSE,4620724,2890,828,2062,1859
sames,FALSE,4620339,2881,1085,1796,1983
eyrie,FALSE,4619734,2957,840,2117,1898.5
direr,FALSE,4619703,2910,1006,1904,1958
burds,FALSE,4619655,2549,627,1922,1588
pashm,FALSE,4619392,2550,596,1954,1573
etape,FALSE,4619388,2978,930,2048,1954
gybes,FALSE,4618975,2658,549,2109,1603.5
yacks,FALSE,4618883,2594,457,2137,1525.5
arsis,FALSE,4618867,3011,682,2329,1846.5
cuing,FALSE,4618815,2402,873,1529,1637.5
hykes,FALSE,4618654,2672,458,2214,1565
music,TRUE,4618602,2468,562,1906,1515
gages,FALSE,4618361,2883,840,2043,1861.5
synch,FALSE,4617897,2412,819,1593,1615.5
roons,FALSE,4617888,2678,846,1832,1762
sozin,FALSE,4617842,2523,944,1579,1733.5
repel,TRUE,4617836,2887,879,2008,1883
barky,FALSE,4617669,2632,1059,1573,1845.5
phuts,FALSE,4617418,2467,626,1841,1546.5
sayst,FALSE,4617336.5,2611,1123,1488,1867
doubt,TRUE,4617283,2434,832,1602,1633
wonga,FALSE,4617216,2626,641,1985,1633.5
shaky,TRUE,4617099,2525,1236,1289,1880.5
unked,FALSE,4616809,2635,568,2067,1601.5
mynah,FALSE,4616666,2553,571,1982,1562
demob,FALSE,4616524,2664,557,2107,1610.5
compt,FALSE,4616463,2432,841,1591,1636.5
frack,FALSE,4616447,2603,975,1628,1789
soces,FALSE,4616202,2795,1055,1740,1925
gravy,TRUE,4616149,2612,1099,1513,1855.5
bonds,FALSE,4616066,2478,696,1782,1587
rotos,FALSE,4615878,2795,663,2132,1729
azoth,FALSE,4615662,2663,665,1998,1664
talls,FALSE,4615321,2842,763,2079,1802.5
bunya,FALSE,4615311,2600,565,2035,1582.5
gormy,FALSE,4615179,2525,989,1536,1757
whios,FALSE,4614989,2511,661,1850,1586
holks,FALSE,4614983,2520,551,1969,1535.5
divna,FALSE,4614979,2625,608,2017,1616.5
mulga,FALSE,4614921,2612,545,2067,1578.5
begun,TRUE,4614887,2630,694,1936,1662
unsex,FALSE,4614621,2718,526,2192,1622
howls,FALSE,4614614,2512,572,1940,1542
viold,FALSE,4614454,2487,769,1718,1628
guild,TRUE,4614163,2422,847,1575,1634.5
deres,FALSE,4613989,2881,870,2011,1875.5
jilts,FALSE,4613556,2607,509,2098,1558
wreck,TRUE,4613341,2737,792,1945,1764.5
pratt,FALSE,4613136,2759,1108,1651,1933.5
nisse,FALSE,4613112.5,2871,914,1957,1892.5
bisom,FALSE,4612246,2503,629,1874,1566
chirk,FALSE,4612131,2513,873,1640,1693
culms,FALSE,4612080,2469,600,1869,1534.5
dykes,FALSE,4611919,2663,500,2163,1581.5
cajon,FALSE,4611566,2607,767,1840,1687
kangs,FALSE,4611541,2579,575,2004,1577
boing,FALSE,4611457,2437,941,1496,1689
folds,FALSE,4611369,2516,632,1884,1574
hoved,FALSE,4611334,2627,833,1794,1730
bousy,FALSE,4611297,2432,1152,1280,1792
kohls,FALSE,4611178,2520,506,2014,1513
whits,FALSE,4611119,2505,668,1837,1586.5
trapt,FALSE,4610998,2759,1026,1733,1892.5
exuls,FALSE,4610892,2816,449,2367,1632.5
hazed,FALSE,4610746,2749,820,1929,1784.5
buhrs,FALSE,4610568,2558,556,2002,1557
pilow,FALSE,4610537,2508,605,1903,1556.5
covin,FALSE,4610350,2467,814,1653,1640.5
oxime,FALSE,4610306,2711,813,1898,1762
farer,FALSE,4610204,3009,1133,1876,2071
slues,FALSE,4610191,2779,1086,1693,1932.5
pound,TRUE,4609632,2396,886,1510,1641
oundy,FALSE,4609546,2467,799,1668,1633
payee,TRUE,4609427,2728,1217,1511,1972.5
borax,TRUE,4609188,2723,786,1937,1754.5
stowp,FALSE,4608579,2498,768,1730,1633
utter,TRUE,4608538,3017,751,2266,1884
regar,FALSE,4608421,3102,789,2313,1945.5
sophy,FALSE,4608278,2433,1095,1338,1764
dowls,FALSE,4607879,2503,614,1889,1558.5
mimer,FALSE,4607715,2838,900,1938,1869
brink,TRUE,4607505,2503,1001,1502,1752
limbo,TRUE,4607489,2533,433,2100,1483
ziram,FALSE,4607400,2726,573,2153,1649.5
grese,FALSE,4606866.5,2811,1154,1657,1982.5
album,TRUE,4606865,2579,523,2056,1551
mawns,FALSE,4606743,2569,655,1914,1612
lynch,TRUE,4606415,2442,541,1901,1491.5
trots,FALSE,4606210,2795,835,1960,1815
clung,TRUE,4606110,2403,787,1616,1595
ouija,FALSE,4604992,2713,559,2154,1636
agoge,FALSE,4604946,2938,897,2041,1917.5
bowrs,FALSE,4604816,2589,666,1923,1627.5
colby,FALSE,4604562,2453,977,1476,1715
stivy,FALSE,4604396,2498,1119,1379,1808.5
gitch,FALSE,4604305,2441,719,1722,1580
bandy,FALSE,4604108,2513,1049,1464,1781
kelpy,FALSE,4604038,2669,788,1881,1728.5
nowty,FALSE,4603931,2501,845,1656,1673
aware,TRUE,4603825,2996,1068,1928,2032
unwed,TRUE,4603545,2627,582,2045,1604.5
peace,TRUE,4603473,2759,1267,1492,2013
haars,FALSE,4603332,2743,868,1875,1805.5
brown,TRUE,4603145,2521,839,1682,1680
fidos,FALSE,4603049,2515,581,1934,1548
buaze,FALSE,4603030,2724,1110,1614,1917
query,TRUE,4602995,2796,902,1894,1849
dorad,FALSE,4602604.5,2789,834,1955,1811.5
chaws,FALSE,4601765,2548,710,1838,1629
wangs,FALSE,4601762,2571,638,1933,1604.5
tools,FALSE,4601562,2606,870,1736,1738
reney,FALSE,4601527,2860,1168,1692,2014
wiped,FALSE,4601325,2613,779,1834,1696
diazo,FALSE,4601189,2634,698,1936,1666
waxes,FALSE,4601133,2814,753,2061,1783.5
meter,TRUE,4600965,2858,990,1868,1924
pepla,FALSE,4600783,2959,668,2291,1813.5
gusty,TRUE,4600439,2459,884,1575,1671.5
unsee,FALSE,4600408,2681,942,1739,1811.5
mitch,FALSE,4600033,2439,711,1728,1575
mvule,FALSE,4599953,2608,873,1735,1740.5
chips,FALSE,4599814,2438,694,1744,1566
pecks,FALSE,4599711,2670,531,2139,1600.5
bedim,FALSE,4599621,2638,690,1948,1664
appel,FALSE,4599379.5,2959,734,2225,1846.5
think,TRUE,4599133,2445,854,1591,1649.5
cases,FALSE,4598869,3031,936,2095,1983.5
glibs,FALSE,4598726,2480,642,1838,1561
bigos,FALSE,4598451,2505,610,1895,1557.5
pings,FALSE,4598429,2461,595,1866,1528
prick,TRUE,4598351,2480,940,1540,1710
ought,TRUE,4598131,2476,575,1901,1525.5
kevil,FALSE,4598018,2702,625,2077,1663.5
bhuna,FALSE,4597808,2562,728,1834,1645
pixes,FALSE,4597800,2704,710,1994,1707
snell,FALSE,4597741,2872,948,1924,1910
tumid,FALSE,4597277,2439,672,1767,1555.5
kynde,FALSE,4596764,2595,675,1920,1635
kiefs,FALSE,4596713,2730,470,2260,1600
urari,FALSE,4596652,2850,770,2080,1810
micht,FALSE,4596487,2439,646,1793,1542.5
wodge,FALSE,4596450,2593,937,1656,1765
redid,FALSE,4596274.5,2910,698,2212,1804
musty,TRUE,4596167,2457,876,1581,1666.5
hakus,FALSE,4595768,2565,503,2062,1534
knags,FALSE,4595587,2579,526,2053,1552.5
loses,FALSE,4595467,2995,801,2194,1898
motif,TRUE,4594947,2492,681,1811,1586.5
fumes,FALSE,4594933,2636,737,1899,1686.5
rumps,FALSE,4594753,2556,438,2118,1497
rodeo,TRUE,4594715,2936,835,2101,1885.5
pithy,TRUE,4594590,2456,847,1609,1651.5
hizen,FALSE,4593822,2667,730,1937,1698.5
lapel,TRUE,4593654,2959,924,2035,1941.5
atria,FALSE,4593562,3060,603,2457,1831.5
phang,FALSE,4593539,2484,816,1668,1650
pizes,FALSE,4593278,2702,709,1993,1705.5
yupon,FALSE,4593250,2443,512,1931,1477.5
faiks,FALSE,4593137,2583,797,1786,1690
warby,FALSE,4593015,2624,938,1686,1781
mavin,FALSE,4592919,2553,748,1805,1650.5
balmy,TRUE,4592764,2539,1021,1518,1780
nighs,FALSE,4592198,2494,370,2124,1432
welks,FALSE,4592036,2718,528,2190,1623
hiply,FALSE,4591904,2437,855,1582,1646
damps,FALSE,4591668,2541,562,1979,1551.5
flops,FALSE,4591589,2492,667,1825,1579.5
chimo,FALSE,4591484,2445,734,1711,1589.5
punga,FALSE,4591291,2562,607,1955,1584.5
puree,TRUE,4591195,2696,1233,1463,1964.5
conne,FALSE,4591142.5,2727,1222,1505,1974.5
wrack,TRUE,4591122,2590,922,1668,1756
kofta,FALSE,4591106,2658,527,2131,1592.5
chank,FALSE,4590977,2488,944,1544,1716
rearm,TRUE,4590624,3100,848,2252,1974
lasso,TRUE,4589029.5,2848,701,2147,1774.5
snowy,TRUE,4588208,2452,1086,1366,1769
wanze,FALSE,4588112,2744,970,1774,1857
cense,FALSE,4587933,2672,1174,1498,1923
ojime,FALSE,4587524,2701,801,1900,1751
botch,TRUE,4587514,2434,854,1580,1644
pivot,TRUE,4587398,2482,778,1704,1630
dizen,FALSE,4587087,2658,772,1886,1715
jakes,FALSE,4586882,2812,690,2122,1751
flews,FALSE,4586559,2723,575,2148,1649
axoid,FALSE,4586536,2636,675,1961,1655.5
gecko,TRUE,4586282,2679,526,2153,1602.5
wolds,FALSE,4586044,2503,579,1924,1541
vigas,FALSE,4585839,2623,511,2112,1567
greet,TRUE,4585630.5,2860,1130,1730,1995
piezo,FALSE,4585251,2757,599,2158,1678
wavey,FALSE,4585241,2725,1118,1607,1921.5
jours,FALSE,4585098,2612,652,1960,1632
gnaws,FALSE,4585071,2571,570,2001,1570.5
kaifs,FALSE,4585056,2583,661,1922,1622
seams,FALSE,4584720,2881,1019,1862,1950
domic,FALSE,4584715,2436,640,1796,1538
horah,FALSE,4584558,2798,813,1985,1805.5
boeuf,FALSE,4584075,2660,737,1923,1698.5
birks,FALSE,4583721,2571,629,1942,1600
sinky,FALSE,4583612,2434,1126,1308,1780
flaks,FALSE,4583552,2584,735,1849,1659.5
imbed,FALSE,4583344,2638,565,2073,1601.5
nifty,FALSE,4583089,2488,767,1721,1627.5
fease,FALSE,4583018,2790,1280,1510,2035
lethe,FALSE,4582955,2750,893,1857,1821.5
cumin,TRUE,4582759,2400,733,1667,1566.5
remet,FALSE,4582371,2858,979,1879,1918.5
smowt,FALSE,4581323,2450,926,1524,1688
doted,FALSE,4581124.5,2766,937,1829,1851.5
knuts,FALSE,4581089,2494,447,2047,1470.5
tulle,TRUE,4580633,2828,1033,1795,1930.5
hayey,FALSE,4580530,2761,1084,1677,1922.5
natal,TRUE,4580477,2774,771,2003,1772.5
hacks,FALSE,4580085,2556,520,2036,1538
clomp,FALSE,4579941,2413,767,1646,1590
tsars,FALSE,4579551,3031,660,2371,1845.5
milch,FALSE,4579349,2420,712,1708,1566
terry,FALSE,4578958,2977,1070,1907,2023.5
sorns,FALSE,4578320,2678,1026,1652,1852
frisk,TRUE,4577896,2511,953,1558,1732
qorma,FALSE,4577212,2746,597,2149,1671.5
fives,FALSE,4576618,2677,741,1936,1709
burka,FALSE,4576583,2672,641,2031,1656.5
rucks,FALSE,4576435,2562,438,2124,1500
weamb,FALSE,4576385,2724,711,2013,1717.5
zibet,FALSE,4575914,2672,833,1839,1752.5
fidge,FALSE,4575869,2580,913,1667,1746.5
speer,FALSE,4575844.5,2857,1134,1723,1995.5
peres,FALSE,4575832,2857,901,1956,1879
clubs,FALSE,4575611,2438,624,1814,1531
plows,FALSE,4575444,2479,648,1831,1563.5
burps,FALSE,4575310,2525,608,1917,1566.5
waifs,FALSE,4575277,2575,724,1851,1649.5
culex,FALSE,4574382,2646,822,1824,1734
merel,FALSE,4574363,2839,986,1853,1912.5
redes,FALSE,4574363,2881,776,2105,1828.5
pesky,TRUE,4574189,2639,883,1756,1761
drees,FALSE,4573994.5,2881,909,1972,1895
kiths,FALSE,4573754,2513,397,2116,1455
dacks,FALSE,4573350,2547,562,1985,1554.5
butyl,FALSE,4573198,2456,629,1827,1542.5
javel,FALSE,4572680,2789,847,1942,1818
linky,FALSE,4572130,2464,848,1616,1656
awmry,FALSE,4571903,2655,762,1893,1708.5
matte,FALSE,4571665,2930,1085,1845,2007.5
roton,FALSE,4571530,2727,757,1970,1742
havoc,TRUE,4570563,2558,585,1973,1571.5
neons,FALSE,4570531.5,2897,741,2156,1819
pudge,FALSE,4570525,2529,903,1626,1716
eggar,FALSE,4570499.5,3102,526,2576,1814
lamby,FALSE,4570399,2539,841,1698,1690
sices,FALSE,4570296,2769,978,1791,1873.5
binds,FALSE,4570160,2452,619,1833,1535.5
polks,FALSE,4570091,2487,624,1863,1555.5
arnas,FALSE,4569478,2914,746,2168,1830
avize,FALSE,4569200,2796,866,1930,1831
aioli,FALSE,4569158,2877,760,2117,1818.5
torts,FALSE,4569132,2795,766,2029,1780.5
alary,FALSE,4569100,2811,1165,1646,1988
topaz,TRUE,4568944,2630,653,1977,1641.5
marvy,FALSE,4568655,2610,984,1626,1797
loots,FALSE,4568320,2606,786,1820,1696
leger,FALSE,4568137,2841,927,1914,1884
tanto,FALSE,4568083,2799,789,2010,1794
dunsh,FALSE,4568077,2374,746,1628,1560
abate,TRUE,4567985,2899,1027,1872,1963
ormer,FALSE,4567903,2864,899,1965,1881.5
nocks,FALSE,4567700,2491,463,2028,1477
ealed,FALSE,4567397,2983,924,2059,1953.5
lotta,FALSE,4567338,2897,681,2216,1789
yapok,FALSE,4567245,2547,613,1934,1580
hyped,FALSE,4567214,2568,586,1982,1577
butoh,FALSE,4567104,2443,741,1702,1592
bling,FALSE,4566528,2412,863,1549,1637.5
mowed,FALSE,4565911,2591,848,1743,1719.5
wafts,FALSE,4565873,2595,587,2008,1591
nones,FALSE,4565683,2897,809,2088,1853
cetes,FALSE,4565490,2789,905,1884,1847
hived,FALSE,4565428,2601,756,1845,1678.5
cosec,FALSE,4565372.5,2795,906,1889,1850.5
enure,FALSE,4565323,2900,900,2000,1900
brier,FALSE,4565022,2807,1236,1571,2021.5
peise,FALSE,4564922,2667,1245,1422,1956
teens,FALSE,4564905.5,2891,786,2105,1838.5
joins,FALSE,4564874,2515,783,1732,1649
plonk,FALSE,4564656,2419,882,1537,1650.5
flaws,FALSE,4564340,2576,705,1871,1640.5
withs,FALSE,4563975,2505,460,2045,1482.5
yodhs,FALSE,4563969,2457,424,2033,1440.5
octet,TRUE,4563904,2844,763,2081,1803.5
sabes,FALSE,4563602,2850,1081,1769,1965.5
dishy,FALSE,4563601,2431,785,1646,1608
allis,FALSE,4563370.5,2822,648,2174,1735
beret,TRUE,4562928,2827,1149,1678,1988
kypes,FALSE,4562858,2639,455,2184,1547
abele,FALSE,4562754.5,2880,920,1960,1900
leery,TRUE,4562543.5,2958,1023,1935,1990.5
flips,FALSE,4562389,2466,689,1777,1577.5
ardor,TRUE,4561809,2789,827,1962,1808
tents,FALSE,4561563,2891,705,2186,1798
lunks,FALSE,4561496,2475,504,1971,1489.5
llano,FALSE,4561446.5,2780,836,1944,1808
mucin,FALSE,4561191,2400,637,1763,1518.5
shtum,FALSE,4561168,2419,745,1674,1582
diode,TRUE,4560693,2746,1050,1696,1898
edify,TRUE,4560678,2697,757,1940,1727
duomi,FALSE,4560551,2445,620,1825,1532.5
bandh,FALSE,4560454,2475,824,1651,1649.5
doled,FALSE,4560440.5,2747,938,1809,1842.5
